Zip Code,latitude,longitude,City,state,Store Number,Sales,Orders,Sales Forecast,Orders Forecast,Setup Cost,Decision
1541,42.454125,-71.87754,Princeton,MA,P13,290650,25385,296059,47580,107684,1
1542,42.204251,-71.908907,Rochdale,MA,Q13,165300,36926,135972,15865,24048,0
1543,42.388285,-71.969865,Rutland,MA,R13,231115,15522,375528,16383,141597,1
1545,42.284767,-71.714228,Shrewsbury,MA,S13,123897,26318,390525,19011,177016,0
1550,42.059737,-72.033908,Southbridge,MA,T13,199489,27158,250083,12769,44317,0
1560,42.175395,-71.674223,South Grafton,MA,U13,261218,42838,194495,20680,73017,1
1561,42.44397,-71.685583,South Lancaster,MA,V13,166915,21365,166128,38494,190543,0
1562,42.247211,-71.991867,Spencer,MA,W13,274072,28433,269474,47470,67069,1
1564,42.447924,-71.776045,Sterling,MA,X13,265134,15144,177537,19866,197663,1
1566,42.103214,-72.079545,Sturbridge,MA,Y13,217160,48229,388518,16481,45911,1
1568,42.176526,-71.603588,Upton,MA,Z13,358786,12060,348172,14655,161971,1
1569,42.05593,-71.631232,Uxbridge,MA,A14,162168,22937,234932,26745,162390,0
1570,42.047532,-71.846952,Webster,MA,B14,163587,47008,200083,37936,76604,0
1571,42.053778,-71.935075,Dudley,MA,C14,384205,18591,243296,19906,40022,1
1581,42.268426,-71.613309,Westborough,MA,D14,205725,30008,338359,19886,147692,1
1583,42.369417,-71.785036,West Boylston,MA,E14,331720,15090,372435,35440,139091,1
1585,42.240796,-72.162645,West Brookfield,MA,F14,305696,36985,134900,34746,160898,1
1588,42.118794,-71.672494,Whitinsville,MA,G14,304673,48411,391842,39367,186424,1
1590,42.132051,-71.750318,Sutton,MA,H14,229552,13070,127964,48972,159914,1
1602,42.269189,-71.850728,Worcester,MA,I14,250647,24342,356439,48892,170162,1
1603,42.243826,-71.843569,Worcester,MA,J14,270140,41267,229423,22417,21392,1
1604,42.253254,-71.767957,Worcester,MA,K14,263143,17868,127625,10488,97985,1
1605,42.289683,-71.787793,Worcester,MA,L14,366817,37324,196484,39744,33255,1
1606,42.315249,-71.795741,Worcester,MA,M14,350211,32260,293330,15834,195803,1
1607,42.225974,-71.788894,Worcester,MA,N14,136400,16022,152017,37902,160426,0
1608,42.26198,-71.801462,Worcester,MA,O14,393022,47755,374518,39503,34163,1
1609,42.285114,-71.829987,Worcester,MA,P14,130172,16623,155250,24035,74065,0
1610,42.247049,-71.808366,Worcester,MA,Q14,185525,38561,279152,44097,51090,0
1611,42.237604,-71.875838,Cherry Valley,MA,R14,140394,44472,191272,27836,137114,0
1612,42.296798,-71.928991,Paxton,MA,S14,283303,29699,266309,23563,163041,1
1701,42.319587,-71.4428,Framingham,MA,T14,354309,30825,127969,15874,50004,1
1702,42.282379,-71.436621,Framingham,MA,U14,223240,49176,346942,43768,34246,1
1718,42.519816,-71.429283,Village Of Nagog Woods,MA,V14,274140,33317,224564,39351,198185,1
1719,42.485985,-71.520985,Boxborough,MA,W14,286899,19828,241223,47271,73489,1
1720,42.483953,-71.438495,Acton,MA,X14,355564,28550,379271,12534,88381,1
1721,42.257755,-71.473526,Ashland,MA,Y14,292321,25574,309571,33750,157988,1
1730,42.499295,-71.281889,Bedford,MA,Z14,313982,39378,283382,26968,138912,1
1731,42.456748,-71.279484,Hanscom Afb,MA,A15,248671,46591,231226,46558,199030,1
1740,42.439941,-71.601879,Bolton,MA,B15,173591,37988,371011,17221,140234,0
1741,42.53662,-71.361832,Carlisle,MA,C15,236084,27736,308779,21910,100664,1
1742,42.462911,-71.364496,Concord,MA,D15,132477,45739,330350,18348,91134,0
1745,42.292114,-71.499197,Fayville,MA,E15,108437,34356,100211,43326,40380,0
1746,42.195951,-71.45343,Holliston,MA,F15,132924,25681,370743,25867,79305,0
1747,42.123007,-71.531404,Hopedale,MA,G15,119488,12571,268059,46885,128890,0
1748,42.224096,-71.540489,Hopkinton,MA,H15,344959,17463,148562,27002,174580,1
1749,42.389071,-71.545864,Hudson,MA,I15,286259,27351,233097,18302,197017,1
1752,42.349617,-71.547214,Marlborough,MA,J15,235622,24751,199556,31443,151426,1
1754,42.425955,-71.456256,Maynard,MA,K15,149576,12567,119449,18160,105369,0
1756,42.09387,-71.544519,Mendon,MA,L15,375982,37020,178159,43119,105211,1
1757,42.158692,-71.521419,Milford,MA,M15,398204,22119,171863,30595,44911,1
1760,42.284822,-71.348811,Natick,MA,N15,103782,26325,279907,13772,145187,0
1770,42.231947,-71.372963,Sherborn,MA,O15,292409,12090,160749,35478,120553,1
1772,42.302877,-71.530828,Southborough,MA,P15,281831,48070,200473,17643,170622,1
1773,42.425506,-71.310812,Lincoln,MA,Q15,251234,42202,246075,42267,154497,1
1775,42.429688,-71.512514,Stow,MA,R15,184723,28101,303053,43360,100049,0
1776,42.383367,-71.42107,Sudbury,MA,S15,116504,28806,298773,33889,88889,0
1778,42.343687,-71.381186,Wayland,MA,T15,217967,34115,238235,43643,30302,1
1801,42.488769,-71.154438,Woburn,MA,U15,393065,34710,389288,19019,126813,1
1803,42.503227,-71.201713,Burlington,MA,V15,236045,44941,371506,17571,58412,1
1810,42.648044,-71.161751,Andover,MA,W15,351422,15786,345256,30686,10269,1
1821,42.54933,-71.251725,Billerica,MA,X15,167694,43034,237382,26066,93767,0
1824,42.59079,-71.355182,Chelmsford,MA,Y15,159221,26767,296941,10851,22221,0
1826,42.679723,-71.30068,Dracut,MA,Z15,218173,11887,359545,29863,103695,1
1827,42.676149,-71.499772,Dunstable,MA,A16,134078,48397,142545,16238,164770,0
1830,42.796313,-71.053436,Haverhill,MA,B16,277004,45317,109448,24557,45746,1
1832,42.791114,-71.132859,Haverhill,MA,C16,189257,10037,280129,32817,48268,0
1833,42.727879,-70.982036,Georgetown,MA,D16,142225,17662,282138,20111,137931,0
1834,42.7539,-71.015935,Groveland,MA,E16,310715,17202,227623,42067,197135,1
1835,42.751233,-71.0943,Haverhill,MA,F16,365444,33352,163715,42530,192499,1
1840,42.706763,-71.160403,Lawrence,MA,G16,232133,16754,141863,48648,172965,1
1841,42.712015,-71.164873,Lawrence,MA,H16,203942,19919,331328,21867,13374,1
1843,42.689974,-71.160383,Lawrence,MA,I16,319826,47064,348111,27322,20523,1
1844,42.742468,-71.179218,Methuen,MA,J16,363627,44217,174398,12712,67360,1
1845,42.673909,-71.091334,North Andover,MA,K16,112984,47431,381862,18787,67046,0
1850,42.656045,-71.303309,Lowell,MA,L16,128046,20805,188823,36705,33745,0
1851,42.627812,-71.33533,Lowell,MA,M16,183218,48139,288243,27996,29064,0
1852,42.631912,-71.296025,Lowell,MA,N16,159459,45931,186040,24615,29238,0
1854,42.649481,-71.348229,Lowell,MA,O16,348961,21075,396198,34300,54052,1
1860,42.838603,-71.011997,Merrimac,MA,P16,169539,22147,348715,47938,48805,0
1862,42.578543,-71.295592,North Billerica,MA,Q16,328338,23394,362140,48244,77691,1
1863,42.63378,-71.38947,North Chelmsford,MA,R16,317122,25853,242810,22017,182613,1
1864,42.578222,-71.084398,North Reading,MA,S16,285915,36872,102012,29579,159242,1
1867,42.535183,-71.105423,Reading,MA,T16,225431,20114,332045,34890,168897,1
1876,42.611801,-71.227571,Tewksbury,MA,U16,211757,25632,306016,42811,17362,1
1879,42.667762,-71.42882,Tyngsboro,MA,V16,248728,39990,383763,39612,130368,1
1880,42.501524,-71.067489,Wakefield,MA,W16,151211,16501,222922,36853,196336,0
1886,42.585541,-71.44025,Westford,MA,X16,187509,41866,133879,41882,61655,0
1887,42.564647,-71.164516,Wilmington,MA,Y16,280585,14097,156803,37172,88732,1
1890,42.452752,-71.144319,Winchester,MA,Z16,214391,49856,199156,43171,131027,1
1901,42.460419,-70.946379,Lynn,MA,A17,357152,45464,156893,21147,79019,1
1902,42.471039,-70.941535,Lynn,MA,B17,169507,34665,355176,25251,32921,0
1904,42.492456,-70.97393,Lynn,MA,C17,206729,14612,176631,32855,145890,1
1905,42.465998,-70.975792,Lynn,MA,D17,373574,28278,388509,11638,13268,1
1906,42.468432,-71.013946,Saugus,MA,E17,289987,29583,166012,13419,78321,1
1907,42.474145,-70.906597,Swampscott,MA,F17,293277,40165,282052,40689,154484,1
1908,42.428256,-70.926041,Nahant,MA,G17,249541,43458,332882,30581,12553,1
1913,42.851293,-70.95581,Amesbury,MA,H17,140193,38069,281375,41033,75076,0
1915,42.570665,-70.867583,Beverly,MA,I17,303400,31704,169718,37195,20312,1
1921,42.683108,-71.01833,Boxford,MA,J17,287315,31480,140666,27985,112597,1
1922,42.757313,-70.914241,Byfield,MA,K17,114899,23608,381389,20868,100325,0
1923,42.574174,-70.950516,Danvers,MA,L17,391773,21490,258539,21166,92808,1
1929,42.64042,-70.771172,Essex,MA,M17,104913,47875,118456,39692,180419,0
1930,42.61991,-70.681824,Gloucester,MA,N17,237668,44359,399422,45777,45332,1
1937,42.585723,-70.984051,Hathorne,MA,O17,352209,21383,228966,26526,39360,1
1938,42.68386,-70.842666,Ipswich,MA,P17,171050,31979,136872,34322,97786,0
1940,42.534146,-71.038333,Lynnfield,MA,Q17,304194,36709,389316,36377,131186,1
1944,42.576636,-70.767154,Manchester,MA,R17,364030,36720,172630,34918,21421,1
1945,42.501835,-70.859126,Marblehead,MA,S17,223822,24064,318518,20033,74221,1
1949,42.606666,-71.010316,Middleton,MA,T17,366598,20906,358391,18329,148971,1
1950,42.812358,-70.891095,Newburyport,MA,U17,187642,20981,202248,33926,163266,0
1951,42.773351,-70.850211,Newbury,MA,V17,345786,10298,326149,26037,51249,1
1952,42.844793,-70.841476,Salisbury,MA,W17,119620,35726,111869,19375,163084,0
1960,42.534279,-70.969782,Peabody,MA,X17,381652,30950,304609,23082,114931,1
1966,42.640715,-70.620248,Rockport,MA,Y17,196259,33366,311938,20785,116322,0
1969,42.720873,-70.89122,Rowley,MA,Z17,317798,49773,224049,15878,150150,1
1970,42.524435,-70.870859,Salem,MA,A18,136287,46525,172649,40875,106218,0
1982,42.626223,-70.85723,South Hamilton,MA,B18,251028,19572,280573,32037,35057,1
1983,42.641379,-70.94344,Topsfield,MA,C18,378316,22092,356708,37568,111238,1
1984,42.600633,-70.883303,Wenham,MA,D18,195981,11462,277134,47773,181790,0
1985,42.799565,-70.964428,West Newbury,MA,E18,344388,42334,263033,31426,58143,1
2019,42.076682,-71.47449,Bellingham,MA,F18,208369,49487,202810,38542,91076,1
2021,42.175737,-71.125385,Canton,MA,G18,104935,11298,314591,44557,91684,0
2025,42.236423,-70.814436,Cohasset,MA,H18,152178,28308,364602,26537,117720,0
2026,42.246872,-71.179462,Dedham,MA,I18,284643,23702,136508,45166,44616,1
2030,42.23416,-71.291167,Dover,MA,J18,386953,25669,379309,31021,28579,1
2032,42.156882,-71.216187,East Walpole,MA,K18,382764,25511,130955,38235,69623,1
2035,42.061338,-71.245802,Foxboro,MA,L18,133833,21515,271191,16359,175886,0
2038,42.084858,-71.410571,Franklin,MA,M18,339453,42115,323418,28478,103691,1
2043,42.216098,-70.88127,Hingham,MA,N18,238169,21084,269350,14579,172048,1
2045,42.292253,-70.923919,Hull,MA,O18,162473,18998,181041,36959,126130,0
2047,42.133914,-70.686037,Humarock,MA,P18,248531,35914,278072,34410,100397,1
2048,42.017302,-71.21641,Mansfield,MA,Q18,359900,20857,174716,12274,40219,1
2050,42.115139,-70.710331,Marshfield,MA,R18,222289,33762,240830,18546,101076,1
2052,42.184599,-71.305307,Medfield,MA,S18,163060,29040,120803,38008,138576,0
2053,42.156203,-71.430345,Medway,MA,T18,306530,23206,249484,45850,144967,1
2054,42.173091,-71.363751,Millis,MA,U18,316417,31280,351473,26535,108072,1
2056,42.113655,-71.334163,Norfolk,MA,V18,325072,26099,397235,25979,199643,1
2061,42.164569,-70.818844,Norwell,MA,W18,397803,12484,272236,18278,80146,1
2062,42.18736,-71.195955,Norwood,MA,X18,107721,14236,223781,18543,83565,0
2066,42.202273,-70.758184,Scituate,MA,Y18,113993,37736,316062,31901,48812,0
2067,42.1076,-71.181828,Sharon,MA,Z18,368064,31901,181541,31756,31239,1
2071,42.103425,-71.273589,South Walpole,MA,A19,332120,25149,341172,37766,26214,1
2072,42.119006,-71.10365,Stoughton,MA,B19,349631,17855,117897,20774,191164,1
2081,42.146694,-71.270532,Walpole,MA,C19,333718,11006,279201,30096,83528,1
2090,42.219645,-71.216769,Westwood,MA,D19,330951,35197,275936,12371,163709,1
2093,42.052671,-71.356858,Wrentham,MA,E19,247030,24145,363742,39410,162035,1
2108,42.357768,-71.064858,Boston,MA,F19,100686,30796,255125,30873,126934,0
2109,42.367032,-71.050493,Boston,MA,G19,348648,33387,122013,21783,155001,1
2110,42.361962,-71.047846,Boston,MA,H19,346551,26383,366120,39946,70709,1
2111,42.350518,-71.059077,Boston,MA,I19,313388,48341,145986,36631,177108,1
2113,42.365331,-71.055233,Boston,MA,J19,317420,12717,141062,21839,76713,1
2114,42.363174,-71.068646,Boston,MA,K19,106124,41503,285438,20563,85015,0
2115,42.337105,-71.105696,Boston,MA,L19,343173,30294,327502,41828,194800,1
2116,42.350579,-71.076397,Boston,MA,M19,187623,28217,348351,13869,165932,0
2118,42.337582,-71.070482,Boston,MA,N19,145123,45195,278730,15552,124204,0
2119,42.324029,-71.085017,Roxbury,MA,O19,188763,27195,202754,14070,173208,0
2120,42.33209,-71.096545,Roxbury Crossing,MA,P19,287355,48959,376783,12867,87732,1
2121,42.306267,-71.085897,Dorchester,MA,Q19,238640,30064,357275,23351,89095,1
2122,42.291413,-71.042158,Dorchester,MA,R19,185799,40302,167692,34886,34639,0
2124,42.285805,-71.070571,Dorchester Center,MA,S19,286733,31824,144607,27304,94673,1
2125,42.315682,-71.055555,Dorchester,MA,T19,180984,31563,305533,42746,195071,0
2126,42.274227,-71.097423,Mattapan,MA,U19,252771,29193,198295,27657,47364,1
2127,42.334992,-71.039093,Boston,MA,V19,355012,19348,102069,23741,46278,1
2128,42.361129,-71.006975,Boston,MA,W19,219935,45310,176406,44157,101756,1
2129,42.379657,-71.061487,Charlestown,MA,X19,331874,15014,315167,41103,174353,1
2130,42.309174,-71.113835,Jamaica Plain,MA,Y19,342549,27645,388597,21126,28813,1
2131,42.284333,-71.126228,Roslindale,MA,Z19,211980,15503,211550,20392,10862,1
2132,42.280455,-71.162017,West Roxbury,MA,A20,134960,18464,287841,15015,199405,0
2134,42.358016,-71.128608,Allston,MA,B20,223746,19618,296593,33797,127625,1
2135,42.349688,-71.153964,Brighton,MA,C20,282975,22706,346645,31915,99357,1
2136,42.255083,-71.12922,Hyde Park,MA,D20,344036,39384,381144,23493,197915,1
2138,42.379637,-71.135152,Cambridge,MA,E20,127895,27595,301777,29239,69150,0
2139,42.362986,-71.103353,Cambridge,MA,F20,392533,14310,260041,24130,21756,1
2140,42.392157,-71.133996,Cambridge,MA,G20,254584,19682,187068,49642,29681,1
2141,42.3703,-71.08256,Cambridge,MA,H20,169570,11457,281331,23909,151140,0
2142,42.361471,-71.081994,Cambridge,MA,I20,293977,14948,335463,25802,173844,1
2143,42.381409,-71.096714,Somerville,MA,J20,374099,22619,159026,44101,30758,1
2144,42.399655,-71.12255,Somerville,MA,K20,323242,11988,365048,44619,102480,1
2145,42.391577,-71.08991,Somerville,MA,L20,326937,20168,278088,39959,132793,1
2148,42.42938,-71.058706,Malden,MA,M20,117124,10220,283486,36357,180655,0
2149,42.405938,-71.054649,Everett,MA,N20,130903,41382,324260,24172,112846,0
2150,42.396824,-71.031348,Chelsea,MA,O20,117222,24188,355806,36133,40948,0
2151,42.41829,-71.001251,Revere,MA,P20,122751,21715,344998,37178,43939,0
2152,42.373055,-70.974807,Winthrop,MA,Q20,147387,11572,242170,27156,157094,0
2155,42.42384,-71.107673,Medford,MA,R20,114060,12195,138454,49753,152579,0
2163,42.366168,-71.12285,Boston,MA,S20,266698,12853,216060,32651,23299,1
2169,42.248386,-71.002279,Quincy,MA,T20,117427,15936,323445,13213,92364,0
2170,42.266415,-71.015576,Quincy,MA,U20,219115,44780,212007,25382,82017,1
2171,42.29331,-71.018208,Quincy,MA,V20,229055,46690,362249,10089,198069,1
2176,42.455723,-71.059019,Melrose,MA,W20,353741,19441,189857,23623,174457,1
2180,42.474208,-71.097665,Stoneham,MA,X20,332102,10811,204093,16951,166018,1
2184,42.206188,-71.00232,Braintree,MA,Y20,237914,43104,342279,35002,168278,1
2186,42.241557,-71.082432,Milton,MA,Z20,158936,11095,292444,31855,156289,0
2188,42.204578,-70.957749,Weymouth,MA,A21,147464,22327,218613,39263,47685,0
2189,42.209776,-70.928189,East Weymouth,MA,B21,148293,12625,103500,21245,183637,0
2190,42.166731,-70.952363,South Weymouth,MA,C21,285894,44979,200127,27739,185000,1
2191,42.243453,-70.942033,North Weymouth,MA,D21,341293,49681,203151,45492,24413,1
2199,42.347476,-71.082035,Boston,MA,E21,144556,32224,150233,32367,79180,0
2203,42.360598,-71.058775,Boston,MA,F21,358877,10488,192754,34773,58928,1
2210,42.347472,-71.039271,Boston,MA,G21,131143,34167,323645,28207,151595,0
2215,42.347635,-71.103082,Boston,MA,H21,141714,13438,130852,45757,51846,0
2301,42.078371,-71.042304,Brockton,MA,I21,360133,22551,203073,40292,148716,1
2302,42.088907,-70.998375,Brockton,MA,J21,107441,41061,236894,13828,142797,0
2322,42.13246,-71.054013,Avon,MA,K21,131791,45940,229521,30349,155233,0
2324,41.972387,-70.978778,Bridgewater,MA,L21,204582,25828,231543,45448,110180,1
2330,41.878644,-70.743198,Carver,MA,M21,208325,41900,149213,37794,85506,1
2332,42.044325,-70.706075,Duxbury,MA,N21,363148,14480,139889,31326,105621,1
2333,42.037278,-70.940459,East Bridgewater,MA,O21,341400,11046,278823,17286,19375,1
2338,42.002811,-70.863473,Halifax,MA,P21,151182,21005,124034,18271,133729,0
2339,42.122956,-70.85631,Hanover,MA,Q21,244506,38753,334478,38978,181804,1
2341,42.050464,-70.867418,Hanson,MA,R21,254992,13430,376027,30082,144206,1
2343,42.140244,-70.997347,Holbrook,MA,S21,387875,45534,332064,46465,180960,1
2346,41.878004,-70.869267,Middleboro,MA,T21,384286,31253,251069,39200,33715,1
2347,41.834412,-70.957163,Lakeville,MA,U21,192441,33344,306298,42363,187234,0
2351,42.119964,-70.957216,Abington,MA,V21,377002,14045,387264,40684,164527,1
2356,42.060532,-71.119676,North Easton,MA,W21,293673,30654,316547,46416,153723,1
2357,42.054978,-71.080651,North Easton,MA,X21,175240,41697,323908,12562,155070,0
2359,42.067804,-70.805713,Pembroke,MA,Y21,377189,37177,259790,42795,127538,1
2360,41.882056,-70.63129,Plymouth,MA,Z21,340884,49491,329437,36354,33472,1
2364,41.987196,-70.741942,Kingston,MA,A22,278039,32765,122249,27333,159626,1
2366,41.850984,-70.654984,South Carver,MA,B22,336969,31172,364068,26803,57959,1
2367,41.9591,-70.802753,Plympton,MA,C22,246354,12307,228405,37842,171434,1
2368,42.176446,-71.051567,Randolph,MA,D22,343009,24990,101505,25433,148022,1
2370,42.130399,-70.910615,Rockland,MA,E22,188818,29711,294533,46782,25556,0
2375,42.003041,-71.076928,South Easton,MA,F22,161325,28821,129978,27043,179232,0
2379,42.021617,-71.026717,West Bridgewater,MA,G22,106830,39276,286916,42996,166469,0
2382,42.078974,-70.93939,Whitman,MA,H22,315895,46705,320239,35993,78250,1
2420,42.457055,-71.215464,Lexington,MA,I22,388358,12056,348851,25967,159167,1
2421,42.438547,-71.239573,Lexington,MA,J22,204072,47278,310024,14371,74461,1
2445,42.325483,-71.135045,Brookline,MA,K22,124328,41199,174002,27164,126876,0
2446,42.343503,-71.122248,Brookline,MA,L22,107399,27695,268628,34876,198369,0
2451,42.397823,-71.255708,Waltham,MA,M22,220497,10740,384213,20942,197582,1
2452,42.392721,-71.213532,Waltham,MA,N22,361319,28000,288694,22800,130468,1
2453,42.369542,-71.240513,Waltham,MA,O22,328870,13201,323465,47606,37695,1
2457,42.299388,-71.274242,Babson Park,MA,P22,151359,15331,225237,27855,127971,0
2458,42.353585,-71.188192,Newton,MA,Q22,139294,48257,176766,10353,107564,0
2459,42.314779,-71.192017,Newton Center,MA,R22,333740,11917,381715,45934,158277,1
2460,42.351824,-71.20849,Newtonville,MA,S22,344963,10045,319600,10281,199977,1
2461,42.317362,-71.206508,Newton Highlands,MA,T22,194802,16469,239159,40045,128810,0
2462,42.328708,-71.2559,Newton Lower Falls,MA,U22,320052,16800,207859,20626,80067,1
2464,42.312975,-71.218882,Newton Upper Falls,MA,V22,371035,10246,342679,41717,175992,1
2465,42.348912,-71.22633,West Newton,MA,W22,149569,33997,240528,13503,83958,0
2466,42.344457,-71.248617,Auburndale,MA,X22,220333,31235,103629,31011,105170,1
2467,42.314344,-71.152759,Chestnut Hill,MA,Y22,260234,30593,212962,33121,76927,1
2468,42.328553,-71.22953,Waban,MA,Z22,119439,13652,186401,21459,46985,0
2472,42.369451,-71.177925,Watertown,MA,A23,177409,41924,122118,41035,92011,0
2474,42.420949,-71.15637,Arlington,MA,B23,137504,32079,273476,26230,179576,0
2476,42.415637,-71.17567,Arlington,MA,C23,395383,38676,223780,38737,97316,1
2478,42.395317,-71.180284,Belmont,MA,D23,369701,39524,275068,18882,140671,1
2481,42.311927,-71.275531,Wellesley Hills,MA,E23,268878,30350,262170,13018,43536,1
2482,42.293103,-71.298537,Wellesley,MA,F23,312816,44982,208365,13809,173800,1
2492,42.276029,-71.244543,Needham,MA,G23,165684,37732,306639,14537,91711,0
2493,42.360502,-71.303433,Weston,MA,H23,231909,19079,134761,34700,113009,1
2494,42.29949,-71.232519,Needham Heights,MA,I23,210615,30599,153808,42632,46988,1
